样本ID | P | R | F1
legal_question_answering_78947 | 0.7699 | 0.7298 | 0.7493
legal_question_answering_72314 | 0.3372 | 0.4729 | 0.3937
legal_question_answering_8975 | 0.8947 | 0.7229 | 0.7997
legal_question_answering_37872 | 0.7440 | 0.7029 | 0.7229
legal_question_answering_14557 | 0.6414 | 0.6383 | 0.6398
legal_question_answering_35271 | 0.7367 | 0.7800 | 0.7578
legal_question_answering_40632 | 0.8238 | 0.8102 | 0.8169
legal_question_answering_60055 | 0.5575 | 0.5628 | 0.5601
legal_question_answering_45536 | 0.6343 | 0.5370 | 0.5816
legal_question_answering_49024 | 0.7764 | 0.7731 | 0.7748
legal_question_answering_79164 | 0.6723 | 0.8490 | 0.7504
legal_question_answering_13885 | 0.7456 | 0.7395 | 0.7426
legal_question_answering_18485 | 0.8226 | 0.8423 | 0.8324
legal_question_answering_10259 | 0.7270 | 0.6073 | 0.6618
legal_question_answering_70987 | 0.3272 | 0.5441 | 0.4086
legal_question_answering_16910 | 0.7649 | 0.8583 | 0.8089
legal_question_answering_50255 | 0.4759 | 0.7079 | 0.5691
legal_question_answering_34254 | 0.7614 | 0.7223 | 0.7413
legal_question_answering_42518 | 0.7388 | 0.7871 | 0.7622
legal_question_answering_57456 | 0.6910 | 0.6990 | 0.6950
legal_question_answering_70554 | 0.3675 | 0.7395 | 0.4910
legal_question_answering_12951 | 0.6865 | 0.6313 | 0.6578
legal_question_answering_14259 | 0.7684 | 0.6773 | 0.7200
legal_question_answering_632 | 0.6675 | 0.6164 | 0.6409
legal_question_answering_31479 | 0.7222 | 0.8263 | 0.7707
legal_question_answering_289 | 0.6759 | 0.6923 | 0.6840
legal_question_answering_4764 | 0.7146 | 0.8049 | 0.7571
legal_question_answering_25453 | 0.7810 | 0.6782 | 0.7260
legal_question_answering_9515 | 0.6402 | 0.6382 | 0.6392
legal_question_answering_19542 | 0.8144 | 0.6900 | 0.7471
legal_question_answering_56020 | 0.6804 | 0.7288 | 0.7037
legal_question_answering_7565 | 0.6176 | 0.6893 | 0.6514
legal_question_answering_48221 | 0.7826 | 0.7639 | 0.7731
legal_question_answering_59362 | 0.6842 | 0.7072 | 0.6955
legal_question_answering_75381 | 0.9045 | 0.8106 | 0.8550
legal_question_answering_66026 | 0.6519 | 0.6682 | 0.6600
legal_question_answering_9308 | 0.6631 | 0.8168 | 0.7320
legal_question_answering_49058 | 0.7142 | 0.6532 | 0.6823
legal_question_answering_58932 | 0.6566 | 0.7005 | 0.6778
legal_question_answering_57038 | 0.6216 | 0.6778 | 0.6485
legal_question_answering_58397 | 0.6216 | 0.7182 | 0.6664
legal_question_answering_16115 | 0.8595 | 0.8145 | 0.8364
legal_question_answering_7759 | 0.6251 | 0.6041 | 0.6145
legal_question_answering_62597 | 0.6372 | 0.6351 | 0.6361
legal_question_answering_40615 | 0.7492 | 0.8583 | 0.8000
legal_question_answering_28634 | 0.7382 | 0.7137 | 0.7257
legal_question_answering_54084 | 0.7851 | 0.7553 | 0.7699
legal_question_answering_23364 | 0.7040 | 0.7522 | 0.7273
legal_question_answering_57210 | 0.5966 | 0.5814 | 0.5889
legal_question_answering_44711 | 0.6667 | 0.7679 | 0.7137
legal_question_answering_28998 | 0.7813 | 0.8594 | 0.8185
legal_question_answering_52484 | 0.7567 | 0.7909 | 0.7734
legal_question_answering_25489 | 0.7216 | 0.7208 | 0.7212
legal_question_answering_1305 | 0.7631 | 0.7737 | 0.7684
legal_question_answering_30943 | 0.7748 | 0.7764 | 0.7756
legal_question_answering_43671 | 0.7639 | 0.7870 | 0.7753
legal_question_answering_26110 | 0.7356 | 0.7204 | 0.7279
legal_question_answering_17011 | 0.6900 | 0.6764 | 0.6831
legal_question_answering_29877 | 0.7619 | 0.7163 | 0.7384
legal_question_answering_56379 | 0.6547 | 0.7267 | 0.6888
legal_question_answering_36142 | 0.6971 | 0.7148 | 0.7058
legal_question_answering_25062 | 0.7343 | 0.7780 | 0.7555
legal_question_answering_50031 | 0.7993 | 0.8081 | 0.8037
legal_question_answering_43836 | 0.8298 | 0.8145 | 0.8221
legal_question_answering_39483 | 0.7044 | 0.7283 | 0.7162
legal_question_answering_25195 | 0.7266 | 0.7459 | 0.7361
legal_question_answering_64570 | 0.7220 | 0.7386 | 0.7302
legal_question_answering_2493 | 0.7414 | 0.6480 | 0.6916
legal_question_answering_38343 | 0.8195 | 0.8157 | 0.8176
legal_question_answering_64977 | 0.6723 | 0.6201 | 0.6452
legal_question_answering_54417 | 0.4387 | 0.4704 | 0.4540
legal_question_answering_10634 | 0.6665 | 0.6843 | 0.6753
legal_question_answering_12204 | 0.5845 | 0.5340 | 0.5581
legal_question_answering_25903 | 0.6976 | 0.7024 | 0.7000
legal_question_answering_13977 | 0.6940 | 0.6659 | 0.6796
legal_question_answering_63822 | 0.5098 | 0.5647 | 0.5358
legal_question_answering_50333 | 0.4857 | 0.2812 | 0.3562
legal_question_answering_52324 | 0.6590 | 0.8281 | 0.7339
legal_question_answering_60549 | 0.6641 | 0.7371 | 0.6987
legal_question_answering_63902 | 0.5673 | 0.6518 | 0.6066
legal_question_answering_43852 | 0.8256 | 0.8611 | 0.8430
legal_question_answering_16835 | 0.6634 | 0.7172 | 0.6893
legal_question_answering_59955 | 0.6928 | 0.6906 | 0.6917
legal_question_answering_58595 | 0.7473 | 0.7645 | 0.7558
legal_question_answering_965 | 0.7206 | 0.6943 | 0.7072
legal_question_answering_2062 | 0.7272 | 0.6430 | 0.6825
legal_question_answering_32800 | 0.7713 | 0.7441 | 0.7575
legal_question_answering_76253 | 0.7795 | 0.7158 | 0.7462
legal_question_answering_23061 | 0.7393 | 0.6323 | 0.6817
legal_question_answering_51405 | 0.4353 | 0.2759 | 0.3377
legal_question_answering_24008 | 0.8081 | 0.7703 | 0.7887
legal_question_answering_35981 | 0.8165 | 0.7720 | 0.7936
legal_question_answering_46944 | 0.7188 | 0.6920 | 0.7051
legal_question_answering_69161 | 0.4070 | 0.6935 | 0.5129
legal_question_answering_44153 | 0.6162 | 0.6468 | 0.6311
legal_question_answering_61238 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_35850 | 0.8144 | 0.8498 | 0.8317
legal_question_answering_18795 | 0.7521 | 0.7228 | 0.7371
legal_question_answering_52315 | 0.7311 | 0.7969 | 0.7625
legal_question_answering_11931 | 0.8035 | 0.7578 | 0.7800
legal_question_answering_457 | 0.5788 | 0.5732 | 0.5760
legal_question_answering_68624 | 0.3471 | 0.4790 | 0.4025
legal_question_answering_76405 | 0.7163 | 0.7123 | 0.7143
legal_question_answering_27474 | 0.7491 | 0.7745 | 0.7616
legal_question_answering_29321 | 0.7831 | 0.7326 | 0.7570
legal_question_answering_2642 | 0.5953 | 0.5755 | 0.5852
legal_question_answering_53095 | 0.8002 | 0.7994 | 0.7998
legal_question_answering_22206 | 0.6973 | 0.7082 | 0.7027
legal_question_answering_76432 | 0.5253 | 0.8197 | 0.6403
legal_question_answering_12973 | 0.7192 | 0.6664 | 0.6918
legal_question_answering_35092 | 0.7225 | 0.7497 | 0.7358
legal_question_answering_7904 | 0.6782 | 0.6180 | 0.6467
legal_question_answering_66156 | 0.8207 | 0.7337 | 0.7748
legal_question_answering_54245 | 0.5425 | 0.2877 | 0.3760
legal_question_answering_31530 | 0.6821 | 0.6541 | 0.6678
legal_question_answering_16470 | 0.7826 | 0.7489 | 0.7654
legal_question_answering_25178 | 0.7179 | 0.7707 | 0.7434
legal_question_answering_41532 | 0.7387 | 0.8093 | 0.7724
legal_question_answering_38540 | 0.6934 | 0.6765 | 0.6849
legal_question_answering_49687 | 0.7542 | 0.7910 | 0.7721
legal_question_answering_39041 | 0.7522 | 0.8121 | 0.7810
legal_question_answering_74469 | 0.4600 | 0.8189 | 0.5891
legal_question_answering_13290 | 0.6681 | 0.6990 | 0.6832
legal_question_answering_8505 | 0.6358 | 0.7087 | 0.6703
legal_question_answering_76588 | 0.6611 | 0.7076 | 0.6836
legal_question_answering_30800 | 0.7563 | 0.7358 | 0.7459
legal_question_answering_67513 | 0.4824 | 0.7817 | 0.5966
legal_question_answering_51065 | 0.4739 | 0.3155 | 0.3788
legal_question_answering_7278 | 0.6366 | 0.5923 | 0.6137
legal_question_answering_33553 | 0.7243 | 0.7496 | 0.7367
legal_question_answering_78709 | 0.7595 | 0.7126 | 0.7353
legal_question_answering_36210 | 0.6951 | 0.6981 | 0.6966
legal_question_answering_1801 | 0.6665 | 0.6639 | 0.6652
legal_question_answering_27967 | 0.7189 | 0.7145 | 0.7167
legal_question_answering_72749 | 0.3606 | 0.6429 | 0.4620
legal_question_answering_69580 | 0.4433 | 0.6539 | 0.5284
legal_question_answering_53826 | 0.4866 | 0.2898 | 0.3633
legal_question_answering_30667 | 0.7451 | 0.7724 | 0.7585
legal_question_answering_14856 | 0.6443 | 0.6325 | 0.6384
legal_question_answering_46862 | 0.7088 | 0.7126 | 0.7107
legal_question_answering_3685 | 0.7382 | 0.7881 | 0.7623
legal_question_answering_49837 | 0.6969 | 0.6666 | 0.6814
legal_question_answering_39239 | 0.8909 | 0.7796 | 0.8316
legal_question_answering_30669 | 0.6277 | 0.6577 | 0.6424
legal_question_answering_51078 | 0.5369 | 0.8408 | 0.6554
legal_question_answering_9017 | 0.6595 | 0.5994 | 0.6280
legal_question_answering_30911 | 0.8370 | 0.8157 | 0.8262
legal_question_answering_66124 | 0.6625 | 0.6605 | 0.6615
legal_question_answering_48803 | 0.6682 | 0.7625 | 0.7123
legal_question_answering_34248 | 0.7155 | 0.7243 | 0.7199
legal_question_answering_29074 | 0.6845 | 0.6952 | 0.6898
legal_question_answering_44302 | 0.7052 | 0.7950 | 0.7474
legal_question_answering_75383 | 0.8670 | 0.9076 | 0.8868
legal_question_answering_58365 | 0.7067 | 0.6838 | 0.6950
legal_question_answering_70659 | 0.2854 | 0.4826 | 0.3587
legal_question_answering_78226 | 0.7339 | 0.6958 | 0.7143
legal_question_answering_1483 | 0.7075 | 0.6146 | 0.6578
legal_question_answering_7823 | 0.5690 | 0.6354 | 0.6004
legal_question_answering_60229 | 0.7135 | 0.7224 | 0.7179
legal_question_answering_64056 | 0.7438 | 0.7394 | 0.7416
legal_question_answering_79519 | 0.4013 | 0.5733 | 0.4721
legal_question_answering_61571 | 0.5767 | 0.5691 | 0.5729
legal_question_answering_14644 | 0.6415 | 0.6370 | 0.6393
legal_question_answering_22329 | 0.7920 | 0.7763 | 0.7841
legal_question_answering_28675 | 0.6782 | 0.6687 | 0.6734
legal_question_answering_13502 | 0.6967 | 0.6438 | 0.6692
legal_question_answering_5048 | 0.7163 | 0.7319 | 0.7240
legal_question_answering_7895 | 0.7013 | 0.6674 | 0.6839
legal_question_answering_41201 | 0.7008 | 0.7189 | 0.7098
legal_question_answering_75780 | 0.6625 | 0.8549 | 0.7465
legal_question_answering_23898 | 0.7755 | 0.8775 | 0.8233
legal_question_answering_63374 | 0.6338 | 0.6576 | 0.6455
legal_question_answering_34333 | 0.8238 | 0.8312 | 0.8275
legal_question_answering_30582 | 0.6889 | 0.6910 | 0.6899
legal_question_answering_41689 | 0.7063 | 0.7346 | 0.7202
legal_question_answering_18670 | 0.7232 | 0.8176 | 0.7675
legal_question_answering_42468 | 0.7083 | 0.6874 | 0.6977
legal_question_answering_38131 | 0.6358 | 0.5453 | 0.5871
legal_question_answering_6456 | 0.7373 | 0.6848 | 0.7101
legal_question_answering_78278 | 0.9915 | 0.9880 | 0.9897
legal_question_answering_33248 | 0.7397 | 0.7253 | 0.7324
legal_question_answering_78925 | 0.8651 | 0.6713 | 0.7560
legal_question_answering_3337 | 0.6012 | 0.6158 | 0.6085
legal_question_answering_49234 | 0.6637 | 0.6480 | 0.6558
legal_question_answering_77228 | 0.7404 | 0.5784 | 0.6494
legal_question_answering_46877 | 0.7679 | 0.7746 | 0.7712
legal_question_answering_44809 | 0.7174 | 0.7637 | 0.7398
legal_question_answering_63672 | 0.6466 | 0.6122 | 0.6289
legal_question_answering_69372 | 0.3676 | 0.5193 | 0.4305
legal_question_answering_10196 | 0.6763 | 0.7590 | 0.7152
legal_question_answering_25424 | 0.7331 | 0.7320 | 0.7325
legal_question_answering_49654 | 0.7488 | 0.7204 | 0.7344
legal_question_answering_64780 | 0.6123 | 0.6283 | 0.6202
legal_question_answering_6878 | 0.7684 | 0.7009 | 0.7331
legal_question_answering_49100 | 0.7686 | 0.7781 | 0.7733
legal_question_answering_51162 | 0.4611 | 0.2850 | 0.3522
legal_question_answering_2987 | 0.7221 | 0.5908 | 0.6499
legal_question_answering_66204 | 0.6289 | 0.6603 | 0.6442
legal_question_answering_36357 | 0.7847 | 0.7344 | 0.7587
legal_question_answering_72457 | 0.3703 | 0.5809 | 0.4523
legal_question_answering_49933 | 0.4741 | 0.3031 | 0.3698
legal_question_answering_30581 | 0.6953 | 0.5852 | 0.6355
legal_question_answering_38646 | 0.7846 | 0.7911 | 0.7878
legal_question_answering_6481 | 0.5966 | 0.5700 | 0.5830
legal_question_answering_57979 | 0.7776 | 0.7474 | 0.7622
legal_question_answering_78888 | 0.4007 | 0.6372 | 0.4920
legal_question_answering_45210 | 0.7731 | 0.7875 | 0.7803
legal_question_answering_49165 | 0.7988 | 0.7893 | 0.7940
legal_question_answering_7008 | 0.7166 | 0.6656 | 0.6902
legal_question_answering_15774 | 0.6308 | 0.6270 | 0.6289
legal_question_answering_55206 | 0.4383 | 0.5379 | 0.4830
legal_question_answering_31119 | 0.5567 | 0.4480 | 0.4965
legal_question_answering_19517 | 0.7245 | 0.6941 | 0.7090
legal_question_answering_13753 | 0.7427 | 0.5892 | 0.6571
legal_question_answering_865 | 0.6628 | 0.7092 | 0.6852
legal_question_answering_77211 | 0.6790 | 0.5528 | 0.6094
legal_question_answering_18089 | 0.7746 | 0.7929 | 0.7837
legal_question_answering_52926 | 0.5088 | 0.4859 | 0.4971
legal_question_answering_59527 | 0.6958 | 0.6586 | 0.6767
legal_question_answering_5254 | 0.7115 | 0.7285 | 0.7199
legal_question_answering_3243 | 0.6256 | 0.6372 | 0.6314
legal_question_answering_63744 | 0.7263 | 0.7200 | 0.7231
legal_question_answering_59674 | 0.5936 | 0.6153 | 0.6043
legal_question_answering_38812 | 0.7387 | 0.7626 | 0.7505
legal_question_answering_75883 | 0.7130 | 0.6064 | 0.6554
legal_question_answering_29276 | 0.7294 | 0.7528 | 0.7409
legal_question_answering_77181 | 0.7275 | 0.6481 | 0.6855
legal_question_answering_6883 | 0.8129 | 0.7155 | 0.7611
legal_question_answering_13214 | 0.7130 | 0.7493 | 0.7307
legal_question_answering_45800 | 0.7039 | 0.6799 | 0.6917
legal_question_answering_4094 | 0.6277 | 0.5790 | 0.6024
legal_question_answering_10692 | 0.6559 | 0.6810 | 0.6682
legal_question_answering_13279 | 0.7143 | 0.6032 | 0.6541
legal_question_answering_55964 | 0.7500 | 0.7505 | 0.7502
legal_question_answering_3464 | 0.6464 | 0.7051 | 0.6745
legal_question_answering_25234 | 0.6850 | 0.6331 | 0.6580
legal_question_answering_33111 | 0.7844 | 0.7469 | 0.7652
legal_question_answering_42064 | 0.7182 | 0.7840 | 0.7497
legal_question_answering_47840 | 0.6832 | 0.6452 | 0.6637
legal_question_answering_46761 | 0.7905 | 0.7981 | 0.7943
legal_question_answering_6585 | 0.6971 | 0.6141 | 0.6530
legal_question_answering_9324 | 0.6839 | 0.5801 | 0.6277
legal_question_answering_61681 | 0.6891 | 0.6066 | 0.6453
legal_question_answering_15710 | 0.7052 | 0.7218 | 0.7134
legal_question_answering_274 | 0.6783 | 0.6710 | 0.6746
legal_question_answering_27779 | 0.7680 | 0.6932 | 0.7287
legal_question_answering_34595 | 0.7125 | 0.6826 | 0.6972
legal_question_answering_48757 | 0.7973 | 0.7224 | 0.7580
legal_question_answering_40062 | 0.7977 | 0.7876 | 0.7926
legal_question_answering_20378 | 0.6708 | 0.6794 | 0.6751
legal_question_answering_3339 | 0.6939 | 0.6195 | 0.6546
legal_question_answering_75932 | 0.6348 | 0.8970 | 0.7435
legal_question_answering_46414 | 0.7479 | 0.7157 | 0.7315
legal_question_answering_7763 | 0.6513 | 0.7311 | 0.6889
legal_question_answering_1920 | 0.6023 | 0.6942 | 0.6450
legal_question_answering_60098 | 0.6402 | 0.6195 | 0.6297
legal_question_answering_75486 | 0.7025 | 0.6680 | 0.6848
legal_question_answering_59237 | 0.6989 | 0.6990 | 0.6990
legal_question_answering_52569 | 0.4330 | 0.2935 | 0.3498
legal_question_answering_5391 | 0.6536 | 0.7045 | 0.6781
legal_question_answering_78010 | 0.6080 | 0.6673 | 0.6363
legal_question_answering_49135 | 0.7593 | 0.7218 | 0.7401
legal_question_answering_79272 | 0.7907 | 0.8454 | 0.8171
legal_question_answering_12849 | 0.6942 | 0.7056 | 0.6999
legal_question_answering_57336 | 0.7291 | 0.7262 | 0.7276
legal_question_answering_77476 | 0.6548 | 0.6056 | 0.6293
legal_question_answering_10551 | 0.6747 | 0.7044 | 0.6892
legal_question_answering_5970 | 0.7175 | 0.7243 | 0.7209
legal_question_answering_11910 | 0.6876 | 0.6830 | 0.6853
legal_question_answering_2866 | 0.6901 | 0.6695 | 0.6796
legal_question_answering_6603 | 0.7745 | 0.6510 | 0.7074
legal_question_answering_6444 | 0.6638 | 0.7069 | 0.6847
legal_question_answering_22761 | 0.8056 | 0.7704 | 0.7876
legal_question_answering_77171 | 0.7086 | 0.8322 | 0.7654
legal_question_answering_50733 | 0.7294 | 0.7430 | 0.7362
legal_question_answering_17017 | 0.6555 | 0.6808 | 0.6680
legal_question_answering_53234 | 0.5072 | 0.3083 | 0.3834
legal_question_answering_26552 | 0.7429 | 0.7005 | 0.7211
legal_question_answering_74464 | 0.3829 | 0.5128 | 0.4385
legal_question_answering_35182 | 0.6183 | 0.6394 | 0.6287
legal_question_answering_27510 | 0.7024 | 0.7314 | 0.7166
legal_question_answering_52518 | 0.4556 | 0.3003 | 0.3620
legal_question_answering_68646 | 0.3583 | 0.7089 | 0.4760
legal_question_answering_18168 | 0.7246 | 0.6745 | 0.6987
legal_question_answering_33870 | 0.8192 | 0.7105 | 0.7610
legal_question_answering_34618 | 0.7588 | 0.7002 | 0.7283
legal_question_answering_59154 | 0.6851 | 0.7137 | 0.6991
legal_question_answering_47449 | 0.8220 | 0.8327 | 0.8273
legal_question_answering_11715 | 0.7606 | 0.8459 | 0.8010
legal_question_answering_52841 | 0.5307 | 0.2860 | 0.3717
legal_question_answering_32944 | 0.8072 | 0.7592 | 0.7825
legal_question_answering_32797 | 0.7977 | 0.8139 | 0.8057
legal_question_answering_18841 | 0.8269 | 0.8152 | 0.8210
legal_question_answering_51704 | 0.7948 | 0.7770 | 0.7858
legal_question_answering_38453 | 0.7910 | 0.7168 | 0.7520
legal_question_answering_44378 | 0.6866 | 0.7666 | 0.7244
legal_question_answering_22109 | 0.7379 | 0.7037 | 0.7204
legal_question_answering_64377 | 0.6130 | 0.6531 | 0.6324
legal_question_answering_20101 | 0.6744 | 0.5280 | 0.5923
legal_question_answering_15302 | 0.6554 | 0.6886 | 0.6716
legal_question_answering_28117 | 0.7186 | 0.7875 | 0.7515
legal_question_answering_43823 | 0.6728 | 0.7894 | 0.7265
legal_question_answering_165 | 0.7799 | 0.7069 | 0.7416
legal_question_answering_16323 | 0.6724 | 0.7221 | 0.6964
legal_question_answering_66859 | 0.4565 | 0.7740 | 0.5743
legal_question_answering_9617 | 0.6446 | 0.7279 | 0.6837
legal_question_answering_34812 | 0.7184 | 0.6814 | 0.6994
legal_question_answering_5263 | 0.6666 | 0.6594 | 0.6630
legal_question_answering_70303 | 0.3669 | 0.7225 | 0.4867
legal_question_answering_59008 | 0.7792 | 0.6968 | 0.7357
legal_question_answering_12816 | 0.6858 | 0.6549 | 0.6700
legal_question_answering_50732 | 0.5028 | 0.3155 | 0.3877
legal_question_answering_32313 | 0.7922 | 0.8293 | 0.8103
legal_question_answering_63146 | 0.5685 | 0.6068 | 0.5870
legal_question_answering_46547 | 0.7678 | 0.6879 | 0.7256
legal_question_answering_78039 | 0.7367 | 0.6976 | 0.7167
legal_question_answering_77697 | 0.8578 | 0.8279 | 0.8426
legal_question_answering_62778 | 0.6079 | 0.6627 | 0.6341
legal_question_answering_50227 | 0.4952 | 0.3014 | 0.3747
legal_question_answering_5763 | 0.6303 | 0.6721 | 0.6505
legal_question_answering_56837 | 0.3935 | 0.3717 | 0.3823
legal_question_answering_70698 | 0.3353 | 0.5866 | 0.4267
legal_question_answering_59575 | 0.5807 | 0.6317 | 0.6051
legal_question_answering_18114 | 0.7332 | 0.7252 | 0.7292
legal_question_answering_45282 | 0.6913 | 0.6651 | 0.6779
legal_question_answering_43248 | 0.7130 | 0.7145 | 0.7138
legal_question_answering_26192 | 0.6666 | 0.7532 | 0.7073
legal_question_answering_63865 | 0.5998 | 0.6684 | 0.6322
legal_question_answering_62281 | 0.6246 | 0.5871 | 0.6052
legal_question_answering_65825 | 0.6444 | 0.5859 | 0.6138
legal_question_answering_68266 | 0.5922 | 0.8302 | 0.6913
legal_question_answering_79523 | 0.6084 | 0.6557 | 0.6312
legal_question_answering_23390 | 0.6999 | 0.6482 | 0.6731
legal_question_answering_10723 | 0.6819 | 0.6518 | 0.6665
legal_question_answering_23349 | 0.8272 | 0.7630 | 0.7938
legal_question_answering_49231 | 0.6436 | 0.4999 | 0.5627
legal_question_answering_67358 | 0.4705 | 0.8210 | 0.5982
legal_question_answering_55665 | 0.7550 | 0.7314 | 0.7430
legal_question_answering_16566 | 0.6019 | 0.6873 | 0.6417
legal_question_answering_28365 | 0.6921 | 0.7350 | 0.7129
legal_question_answering_74456 | 0.3468 | 0.6918 | 0.4620
